sub,story,segment,segment_count,segment_num,base_segment,segment_pair,condition,cond_direction,cond_amount,target_points,e_total,e_target,res_1_simi_self_z,res_1_simi_other_z,res_1_MAD_z,res_1_MAD_sub_z,res_1_MD_z,res_1_MD_sub_z,segment_count_demean,segment_num_demean
0116-1,2,2_08,3,8,2_09,2_08-09,r0,b,p0/r0,3.5,1.0,0.0,0.4138883043416304,0.3807979490609539,0.5348628950830157,0.3980611563395193,0.609714985450266,0.4484427557221177,-2.5,2
0116-1,2,2_08,3,8,2_09,2_08-09,r,b,p/r,3.5,2.0,0.0,1.272290614203541,0.9463617072991776,0.7541874149690783,0.7534320834933523,0.8000023937129503,0.7657338146690083,-2.5,2
0116-1,2,2_08,3,8,2_09,nan,r_p,b,p_r/r_p,3.5,2.0,0.0,1.0849942729335371,0.9837986966784564,0.9877248429537974,0.9456635348028188,1.0051441279147164,0.9390354026770428,-2.5,2
0116-1,2,2_06,5,6,2_07,2_06-07,r0,b,p0/r0,4.5,6.5,1.0,0.7638494957908036,0.7032925165729512,1.0297935256593995,1.0910230198600013,0.9892194054211482,1.0083508766400828,-0.5,0
0116-1,2,2_06,5,6,2_07,2_06-07,r,b,p/r,4.5,5.0,2.0,1.019461818163419,0.9401785937599958,1.1564000275490878,1.2295971627697253,1.160720291167556,1.2427797249706027,-0.5,0
0116-1,2,2_06,5,6,2_07,nan,r_p,b,p_r/r_p,4.5,4.0,2.0,1.0887808323945631,1.027004988821658,1.0126993503907382,1.1634539093723737,1.030339364794013,1.1763939702570048,-0.5,0
0116-1,2,2_04,7,4,2_05,2_04-05,r0,b,p0/r0,4.0,0.5,0.0,0.5013246402452901,0.4277156683129028,0.6379328608260335,0.4655278195683866,0.6260539819804097,0.478166780871924,1.5,-2
0116-1,2,2_04,7,4,2_05,2_04-05,r,b,p/r,4.0,0.5,0.0,0.5872337827002141,0.5817180243968569,0.7625635706436165,0.6399756064753466,0.8033764224604613,0.6557008507001714,1.5,-2
0116-1,2,2_04,7,4,2_05,nan,r_p,b,p_r/r_p,4.0,1.0,1.0,1.3204778296466624,0.8971389717872148,0.9409265551435092,0.7726503725273862,0.9520760768877484,0.8093613980934522,1.5,-2
0116-1,2,2_02,9,2,2_03,2_02-03,r0,b,p0/r0,4.5,0.5,0.5,0.5308131422701172,0.5086220677587638,0.6788660426742525,0.6151309757966961,0.6869853856919946,0.6118221139458436,3.5,-4
0116-1,2,2_02,9,2,2_03,2_02-03,r,b,p/r,4.5,3.5,1.5,0.8822004049150899,0.7672927622090979,0.951099415322444,0.902835365270134,0.9579261013937688,0.917010530870682,3.5,-4
0116-1,2,2_02,9,2,2_03,nan,r_p,b,p_r/r_p,4.5,2.5,1.5,0.9286818513407752,0.8151176439865406,0.8687739197183988,0.9894584859705208,0.889058889089046,0.9599160862294224,3.5,-4
0116-2,1,1_10,1,10,1_11,1_10-11,r0,b,p0/r0,3.5,4.5,1.5,0.7768990755523513,0.6116077837701503,0.773324772398823,0.7843344583085093,0.7592059345830046,0.7528265801573667,-4.5,4
0116-2,1,1_10,1,10,1_11,1_10-11,r,b,p/r,3.5,4.5,1.5,0.7768990755523513,0.6116077837701503,0.7518370153443257,0.6734646027813005,0.7533464624054421,0.721774549693931,-4.5,4
0116-2,1,1_10,1,10,1_11,nan,r_p,b,p_r/r_p,3.5,3.0,0.0,0.6977923739692116,0.5931338165899416,0.7009433489540953,0.6765642596190835,0.7156761412740452,0.6593425650930224,-4.5,4
0116-2,1,1_08,3,8,1_09,1_08-09,r0,b,p0/r0,5.5,1.0,0.0,0.5794549040994599,0.4438360763824304,0.6371101025718088,0.6299203473415556,0.6458852419740995,0.5840187242141288,-2.5,2
0116-2,1,1_08,3,8,1_09,1_08-09,r,b,p/r,5.5,2.5,1.5,1.146222718890048,1.0971539441490294,0.8570871349485376,1.153148183391527,0.9057723948520244,1.0480572899420622,-2.5,2
0116-2,1,1_08,3,8,1_09,nan,r_p,b,p_r/r_p,5.5,3.5,2.5,1.2863868432436412,1.0815859937424772,1.0314860389658955,1.1868732509939246,1.0517806981714004,1.191796280788327,-2.5,2
0116-2,1,1_06,5,6,1_07,1_06-07,r0,b,p0/r0,7.0,5.0,0.0,0.711458815080212,0.7263519801926386,1.130028510827818,1.164713471139113,1.1345286405089776,1.152343315091701,-0.5,0
0116-2,1,1_06,5,6,1_07,1_06-07,r,b,p/r,7.0,5.0,0.0,0.711458815080212,0.7263519801926386,0.8866179718963816,0.9200925557910526,0.9157291474876496,0.9464923077817534,-0.5,0
0116-2,1,1_06,5,6,1_07,nan,r_p,b,p_r/r_p,7.0,1.5,0.5,0.6514307835850871,0.6242139843400102,0.8241748386986193,0.7810070632322667,0.8268823072568665,0.7764585072268615,-0.5,0
0116-2,1,1_04,7,4,1_05,1_04-05,r0,b,p0/r0,8.5,2.5,1.5,0.7847994604082064,0.7451090573637682,0.8303677429351876,0.8006047314715695,0.851394636832845,0.8119677242996772,1.5,-2
0116-2,1,1_04,7,4,1_05,1_04-05,r,b,p/r,8.5,2.5,1.5,0.9326506386348988,0.9312824650796512,0.9744150661085322,0.995238477605734,0.979252886871687,0.9738936984204264,1.5,-2
0116-2,1,1_04,7,4,1_05,nan,r_p,b,p_r/r_p,8.5,2.0,0.0,0.6528350016722574,0.6530208800559147,0.7613712385886834,0.7176837403714643,0.7683497713407647,0.7033205678398112,1.5,-2
0116-2,1,1_02,9,2,1_03,1_02-03,r0,b,p0/r0,7.5,2.0,0.0,0.3704355791503468,0.4625602870622988,1.0413744246202823,0.4084315511471503,0.9469554020376252,0.4038498315653582,3.5,-4
0116-2,1,1_02,9,2,1_03,1_02-03,r,b,p/r,7.5,4.0,1.0,1.2857902693322747,1.067412876695795,0.9956073477871912,0.9681292250153448,1.045519243062115,0.9403071821013202,3.5,-4
0116-2,1,1_02,9,2,1_03,nan,r_p,b,p_r/r_p,7.5,4.0,1.0,1.2024069471172742,0.9455647375223368,0.9156303845544314,0.8175520135234106,0.9621630942630576,0.8999495442061154,3.5,-4
0116-2,2,2_02,1,2,2_01,2_01-02,p0,f,p0/r0,4.5,2.0,0.0,0.5628510033025362,0.4698640398369011,0.5610036609728928,0.6869378957357709,0.603976516422032,0.6516666460634166,-4.5,-4
0116-2,2,2_02,1,2,2_01,2_01-02,p,f,p/r,4.5,3.0,0.0,0.7840591265396424,0.6560354321867098,0.8769617170874171,0.8600355033018127,0.8865126614973511,0.8817817073600759,-4.5,-4
0116-2,2,2_02,1,2,2_01,nan,p_r,f,p_r/r_p,4.5,2.5,1.5,0.6216349449357833,0.5995471321135424,0.9307565132344706,0.8584355121237996,0.9190663905178292,0.8028639842428491,-4.5,-4
0116-2,2,2_04,3,4,2_03,2_03-04,p0,f,p0/r0,4.0,3.0,0.0,0.6960452236566338,0.6953855948581287,0.5532126997014348,0.6597383593101456,0.5938228068291816,0.6802741941741509,-2.5,-2
0116-2,2,2_04,3,4,2_03,2_03-04,p,f,p/r,4.0,3.0,0.0,0.6960452236566338,0.6953855948581287,0.7401198742498503,0.7568577368348496,0.6980700157435766,0.7563735513712708,-2.5,-2
0116-2,2,2_04,3,4,2_03,nan,p_r,f,p_r/r_p,4.0,2.0,2.0,1.1141513776548837,0.723404182465716,1.0406254898943723,1.019243282345785,1.0651366156005178,0.9867712084259002,-2.5,-2
0116-2,2,2_06,5,6,2_05,2_05-06,p0,f,p0/r0,4.5,4.0,1.0,0.6007326720073382,0.5724559513265539,0.9675327651856362,0.9310621519837412,0.9523305668166816,0.9436821049214084,-0.5,0
0116-2,2,2_06,5,6,2_05,2_05-06,p,f,p/r,4.5,5.0,2.0,0.9595287598236544,0.8906123150930629,1.1068279376548271,1.1449252942606374,1.1169652212767855,1.137357788676056,-0.5,0
0116-2,2,2_08,7,8,2_07,2_07-08,p0,f,p0/r0,3.5,1.5,1.5,0.6943044445680792,0.7268469761038892,0.7156858311333777,0.801728194446902,0.7337144516509603,0.8093252019019713,1.5,2
0116-2,2,2_08,7,8,2_07,2_07-08,p,f,p/r,3.5,1.5,1.5,0.6943044445680792,0.7268469761038892,1.0085850781163663,0.9772188083337612,1.0377521726781451,0.9877884877146066,1.5,2
0116-2,2,2_08,7,8,2_07,nan,p_r,f,p_r/r_p,3.5,1.5,1.5,0.6774109701115903,0.7173501175562418,0.8612679699867342,0.904221261419075,0.9413307444650242,1.0381634180205035,1.5,2
0116-2,2,2_10,9,10,2_09,2_09-10,p0,f,p0/r0,6.5,1.0,1.0,0.7335587067884638,0.734990701541069,0.538747342210939,0.7572897909677538,0.5740650983153487,0.7152082344934764,3.5,4
0116-2,2,2_10,9,10,2_09,2_09-10,p,f,p/r,6.5,1.0,1.0,0.7335587067884638,0.734990701541069,0.8692480799663437,0.9130747559506098,0.8639144808226645,0.8943569936756908,3.5,4
0116-2,2,2_10,9,10,2_09,nan,p_r,f,p_r/r_p,6.5,1.0,1.0,0.8171552152775038,0.7238055590610349,0.757527603162689,0.7950060194610609,0.7712584798841156,0.7936778113328106,3.5,4
0118-1,2,2_02,1,2,2_01,2_01-02,p0,f,p0/r0,4.5,3.0,0.0,0.4692417832535535,0.4809658257105181,0.5610036609728928,0.6814342224543827,0.603976516422032,0.6580074006995816,-4.5,-4
0118-1,2,2_02,1,2,2_01,2_01-02,p,f,p/r,4.5,4.0,0.0,0.7625647336063962,0.7921738547192622,0.8769617170874171,0.9996080160959808,0.8865126614973511,1.0083538457931815,-4.5,-4
0118-1,2,2_02,1,2,2_01,nan,p_r,f,p_r/r_p,4.5,3.0,0.0,0.7515611197613101,0.7993581965788796,0.9307565132344706,1.0738067375679734,0.9190663905178292,1.0422940571602168,-4.5,-4
0118-1,2,2_04,3,4,2_03,2_03-04,p0,f,p0/r0,4.0,3.0,0.0,0.7160162541689427,0.5834878522707551,0.5532126997014348,0.5482771083246066,0.5938228068291816,0.5977350920732907,-2.5,-2
0118-1,2,2_04,3,4,2_03,2_03-04,p,f,p/r,4.0,3.0,0.0,0.7160162541689427,0.5834878522707551,0.7401198742498503,0.5482771083246066,0.6980700157435766,0.6214072260710755,-2.5,-2
0118-1,2,2_04,3,4,2_03,nan,p_r,f,p_r/r_p,4.0,2.0,1.0,1.135624318590752,0.8810634065685534,1.0406254898943723,1.1391834358895856,1.0651366156005178,1.181590821970877,-2.5,-2
0118-1,2,2_06,5,6,2_05,2_05-06,p0,f,p0/r0,4.5,4.0,1.0,0.604193160371687,0.6691561167052787,0.9675327651856362,0.9521803303264408,0.9523305668166816,0.9636761066110168,-0.5,0
0118-1,2,2_06,5,6,2_05,2_05-06,p,f,p/r,4.5,5.0,2.0,0.8713656447173048,0.8962574994588624,1.1068279376548271,1.0728914343349971,1.1169652212767855,1.069507864250605,-0.5,0
0118-1,2,2_06,5,6,2_05,nan,p_r,f,p_r/r_p,4.5,4.0,2.0,0.9840631940212864,0.9241292841836056,1.0537777051878163,1.075145625440777,1.068347036124624,1.049378479027821,-0.5,0
0118-1,2,2_08,7,8,2_07,2_07-08,p0,f,p0/r0,3.5,1.0,0.0,0.9353076844589588,0.9004810335777153,0.7156858311333777,0.9512373782360252,0.7337144516509603,0.9305731637649498,1.5,2
0118-1,2,2_08,7,8,2_07,2_07-08,p,f,p/r,3.5,1.0,0.0,0.9383690923445602,0.9016013679880844,1.0085850781163663,1.079976772630934,1.0377521726781451,1.1471170869964282,1.5,2
0118-1,2,2_08,7,8,2_07,nan,p_r,f,p_r/r_p,3.5,2.5,2.5,1.0643557863576354,1.0514471729827723,0.8612679699867342,1.0652917193117946,0.9413307444650242,1.113996465419118,1.5,2
0118-1,2,2_10,9,10,2_09,2_09-10,p0,f,p0/r0,6.5,1.0,1.0,0.521659607129916,0.4406223660634782,0.538747342210939,0.4876556597271231,0.5740650983153487,0.4118484161541376,3.5,4
0118-1,2,2_10,9,10,2_09,2_09-10,p,f,p/r,6.5,2.0,1.0,0.8727582077103242,0.7511796214393847,0.8692480799663437,0.7992827045421546,0.8639144808226645,0.8073231513192487,3.5,4
0118-1,2,2_10,9,10,2_09,nan,p_r,f,p_r/r_p,6.5,2.5,2.5,1.0766941553258464,0.8509499326502618,0.757527603162689,0.881737615745695,0.7712584798841156,0.924335893166298,3.5,4
0118-1,1,1_10,1,10,1_11,1_10-11,r0,b,p0/r0,3.5,2.0,0.0,0.6941559850842428,0.6826524150835049,0.773324772398823,0.7929393133154569,0.7592059345830046,0.7912003179756659,-4.5,4
0118-1,1,1_10,1,10,1_11,1_10-11,r,b,p/r,3.5,2.0,0.0,0.6941559850842428,0.6826524150835049,0.7518370153443257,0.7843344583085093,0.7533464624054421,0.7711836383377905,-4.5,4
0118-1,1,1_10,1,10,1_11,nan,r_p,b,p_r/r_p,3.5,2.5,1.5,0.8772972793929215,0.6042462651953322,0.7009433489540953,0.6765642596190835,0.7156761412740452,0.661713263623518,-4.5,4
0118-1,1,1_08,3,8,1_09,1_08-09,r0,b,p0/r0,5.5,1.5,1.5,1.1372012740238804,0.9429412350869516,0.6371101025718088,0.656418062121314,0.6458852419740995,0.767297637110638,-2.5,2
0118-1,1,1_08,3,8,1_09,1_08-09,r,b,p/r,5.5,1.5,1.5,1.1372012740238804,0.9429412350869516,0.8570871349485376,0.8777200896144682,0.9057723948520244,0.962953090486496,-2.5,2
0118-1,1,1_08,3,8,1_09,nan,r_p,b,p_r/r_p,5.5,3.5,3.5,1.0809928793391388,0.9917119468178456,1.0314860389658955,0.9713264328088296,1.0517806981714004,1.006147992284779,-2.5,2
0118-1,1,1_06,5,6,1_07,1_06-07,r0,b,p0/r0,7.0,3.5,0.5,0.8296661783857283,0.8020904795807502,1.130028510827818,1.176009965463911,1.1345286405089776,1.2229918606900174,-0.5,0
0118-1,1,1_06,5,6,1_07,1_06-07,r,b,p/r,7.0,3.5,0.5,0.8296661783857283,0.8020904795807502,0.8866179718963816,1.0594603902408215,0.9157291474876496,1.0300019510020038,-0.5,0
0118-1,1,1_06,5,6,1_07,nan,r_p,b,p_r/r_p,7.0,2.0,0.0,0.8215849919397666,0.7269518681337239,0.8241748386986193,0.872847903046476,0.8268823072568665,0.8480615519014434,-0.5,0
0118-1,1,1_04,7,4,1_05,1_04-05,r0,b,p0/r0,8.5,2.5,2.5,0.9348141474111256,1.0261315376477298,0.8303677429351876,1.04393066949384,0.851394636832845,0.9941421328805056,1.5,-2
0118-1,1,1_04,7,4,1_05,1_04-05,r,b,p/r,8.5,2.5,2.5,0.9348141474111256,1.0261315376477298,0.9744150661085322,1.11028337754129,0.979252886871687,1.0796919248283288,1.5,-2
0118-1,1,1_04,7,4,1_05,nan,r_p,b,p_r/r_p,8.5,2.5,2.5,0.9037906063893693,0.806295062903037,0.7613712385886834,0.7542209466665616,0.7683497713407647,0.7559854994106351,1.5,-2
0118-1,1,1_02,9,2,1_03,1_02-03,r0,b,p0/r0,7.5,3.5,2.5,1.2345630971305928,1.0087852913923387,1.0413744246202823,1.1966877097921138,0.9469554020376252,1.0800966050939846,3.5,-4
0118-1,1,1_02,9,2,1_03,1_02-03,r,b,p/r,7.5,3.5,2.5,1.2345630971305928,1.0087852913923387,0.9956073477871912,1.1966877097921138,1.045519243062115,1.1414548917041758,3.5,-4
0118-2,2,2_10,1,10,2_11,2_10-11,r0,b,p0/r0,6.5,4.0,0.0,0.7879768012567607,0.8518448119907724,0.8490979737089769,0.970616176828828,0.7855429889764741,0.916987494568924,-4.5,4
0118-2,2,2_10,1,10,2_11,2_10-11,r,b,p/r,6.5,3.0,0.0,0.8357444349912945,0.9049494719592404,0.7854936149421183,0.7793542148142302,0.780853499936595,0.8035365905091295,-4.5,4
0118-2,2,2_10,1,10,2_11,nan,r_p,b,p_r/r_p,6.5,1.0,0.0,0.8148791291964852,0.7325582469209013,0.9087575240608854,0.7722466161318027,0.9166580057405485,0.7672522358954775,-4.5,4
0118-2,2,2_08,3,8,2_09,2_08-09,r0,b,p0/r0,3.5,3.0,0.0,0.5684806540023024,0.5615662505648056,0.5348628950830157,0.5483903321613215,0.609714985450266,0.5800329516051611,-2.5,2
0118-2,2,2_08,3,8,2_09,2_08-09,r,b,p/r,3.5,4.0,0.0,0.890320192762406,0.8567936153527407,0.7541874149690783,0.8022591280230447,0.8000023937129503,0.7915812231010632,-2.5,2
0118-2,2,2_08,3,8,2_09,nan,r_p,b,p_r/r_p,3.5,5.0,0.0,0.898739669166024,0.9086014914391334,0.9877248429537974,0.9925051393171131,1.0051441279147164,0.9630298283875712,-2.5,2
0118-2,2,2_06,5,6,2_07,2_06-07,r0,b,p0/r0,4.5,6.5,0.0,0.6777447542965591,0.6182324385118465,1.0297935256593995,0.6373709487485463,0.9892194054211482,0.6261180286889515,-0.5,0
0118-2,2,2_06,5,6,2_07,2_06-07,r,b,p/r,4.5,7.0,0.0,0.9368819951037902,0.9002327343423018,1.1564000275490878,1.0703375583886232,1.160720291167556,1.0712062401677644,-0.5,0
0118-2,2,2_06,5,6,2_07,nan,r_p,b,p_r/r_p,4.5,7.0,1.0,0.998762356587274,1.023923186658503,1.0126993503907382,0.9687424602985792,1.030339364794013,1.004771581183395,-0.5,0
0118-2,2,2_04,7,4,2_05,2_04-05,r0,b,p0/r0,4.0,8.5,1.0,0.9479287559304548,0.789211703494802,0.6379328608260335,0.6275039091977134,0.6260539819804097,0.6546741511425945,1.5,-2
0118-2,2,2_04,7,4,2_05,2_04-05,r,b,p/r,4.0,5.0,1.0,1.041724366263836,0.9434007430931473,0.7625635706436165,0.7550488256589948,0.8033764224604613,0.8007296865970288,1.5,-2
0118-2,2,2_04,7,4,2_05,nan,r_p,b,p_r/r_p,4.0,6.0,1.0,1.1587852397302263,0.8730701249122896,0.9409265551435092,1.0181383493261158,0.9520760768877484,0.9859880610600958,1.5,-2
0118-2,2,2_02,9,2,2_03,2_02-03,r0,b,p0/r0,4.5,1.5,0.5,0.5667630426272553,0.6386350719376191,0.6788660426742525,0.7055272382576215,0.6869853856919946,0.744817889948816,3.5,-4
0118-2,2,2_02,9,2,2_03,2_02-03,r,b,p/r,4.5,2.5,0.5,0.87479583730258,0.7611586700634596,0.951099415322444,0.961502289743026,0.9579261013937688,0.9467358233788736,3.5,-4
0118-2,2,2_02,9,2,2_03,nan,r_p,b,p_r/r_p,4.5,4.0,0.0,0.7843922296761587,0.7484404391712769,0.8687739197183988,0.8429267840670167,0.889058889089046,0.8545836013429025,3.5,-4
0118-2,1,1_02,1,2,1_01,1_01-02,p0,f,p0/r0,7.5,5.5,0.5,0.8514789239659034,0.8495480296278376,0.9530179596507692,0.9681386236125156,0.9422720845501964,0.9844214693588922,-4.5,-4
0118-2,1,1_02,1,2,1_01,1_01-02,p,f,p/r,7.5,5.5,0.5,0.8490110626503317,0.847307676446044,0.9502724827319312,0.969344376962599,0.942603399679314,0.9772328116848804,-4.5,-4
0118-2,1,1_02,1,2,1_01,nan,p_r,f,p_r/r_p,7.5,6.5,1.5,1.144925532145897,1.0200376152802522,1.0104343273610668,1.1385280204744674,1.010269829453036,1.152382128708641,-4.5,-4
0118-2,1,1_04,3,4,1_03,1_03-04,p0,f,p0/r0,8.5,5.0,0.0,1.20472952754077,0.9309566342578248,0.8453299365852782,0.8946705227884613,0.8390173927241443,0.903854308831196,-2.5,-2
0118-2,1,1_04,3,4,1_03,1_03-04,p,f,p/r,8.5,3.5,2.5,1.072953893425178,0.9693105582927988,0.828815354912125,0.9149819237795188,0.849354774284681,0.895021750779239,-2.5,-2
0118-2,1,1_04,3,4,1_03,nan,p_r,f,p_r/r_p,8.5,3.5,1.5,0.8965859438931142,0.8586531992175674,0.8362612441150687,0.9028811217013968,0.8372462454416861,0.8673696312531957,-2.5,-2
0118-2,1,1_06,5,6,1_05,1_05-06,p0,f,p0/r0,7.0,6.0,0.0,0.884105869931627,0.8277898233266998,0.9454517019583936,0.9787725529328404,0.9717065660447324,0.9875254722951868,-0.5,0
0118-2,1,1_06,5,6,1_05,1_05-06,p,f,p/r,7.0,6.0,0.0,0.884105869931627,0.8277898233266998,0.8971508568134599,0.9591547593720212,0.9576542246961702,0.9826210239049818,-0.5,0
0118-2,1,1_06,5,6,1_05,nan,p_r,f,p_r/r_p,7.0,4.5,0.5,0.8898161968290349,0.8535174081153867,0.8488651948750786,0.8567253249195523,0.8578129883303744,0.9435460387829584,-0.5,0
0118-2,1,1_08,7,8,1_07,1_07-08,p0,f,p0/r0,5.5,2.5,1.5,1.0864370132379495,0.9281838099944916,0.8721219169467842,0.8301037800933515,0.9775979885825996,0.8362928276823021,1.5,2
0118-2,1,1_08,7,8,1_07,1_07-08,p,f,p/r,5.5,2.5,1.5,1.0864370132379495,0.9281838099944916,0.8666685151929332,0.830666920563274,0.963171375556635,0.8399157816590628,1.5,2
0118-2,1,1_08,7,8,1_07,nan,p_r,f,p_r/r_p,5.5,3.0,2.0,1.149115274079778,1.0782576468219425,1.0430581907098246,1.1289137995310763,0.99421177274223,1.0774939109395023,1.5,2
0118-2,1,1_10,9,10,1_09,1_09-10,p0,f,p0/r0,3.5,2.5,0.5,0.579580558011696,0.6052539227104341,0.6778204629269882,0.6867605627699065,0.6768064831169955,0.6740082024093698,3.5,4
0118-2,1,1_10,9,10,1_09,1_09-10,p,f,p/r,3.5,3.5,1.5,0.6938155234969912,0.6782059467884944,0.6851587462487188,0.6568622491526076,0.6892084480665059,0.6549533714179592,3.5,4
0118-2,1,1_10,9,10,1_09,nan,p_r,f,p_r/r_p,3.5,4.5,2.5,0.7826038451206457,0.8541887996118029,0.9204935488724416,0.9549966595872024,0.9329488293741895,0.9649601778284108,3.5,4
0118-3,1,1_03,2,3,1_02,1_02-03,p0,f,p0/r0,6.0,2.0,0.0,0.5531251185101257,0.6338985486480987,0.7222677730873881,0.8370432197887652,0.7304741547886854,0.783994307812283,-3.5,-3
0118-3,1,1_03,2,3,1_02,1_02-03,p,f,p/r,6.0,4.0,0.0,0.8441377627764945,0.7693305038509825,0.9384281532937218,0.937586835614115,0.8838999011117122,0.896051151438112,-3.5,-3
0118-3,1,1_03,2,3,1_02,nan,p_r,f,p_r/r_p,6.0,5.0,4.0,1.0508231841846432,0.9382187214347174,1.0821918506639108,1.017914092278159,1.0680375711561303,0.9910461604724852,-3.5,-3
0118-3,1,1_05,4,5,1_04,1_04-05,p0,f,p0/r0,8.0,4.0,0.0,0.7657883788481233,0.7637944374906103,0.749472311775397,0.7523925229069168,0.7190163986395668,0.7178638494244751,-1.5,-1
0118-3,1,1_05,4,5,1_04,1_04-05,p,f,p/r,8.0,4.0,0.0,0.988850249019002,0.903242603947338,0.8838375302567987,0.8549018400429054,0.8913031844264553,0.8662804518210816,-1.5,-1
0118-3,1,1_05,4,5,1_04,nan,p_r,f,p_r/r_p,8.0,5.0,2.0,1.0378304153688744,1.040387842754373,0.7884694451743812,0.8682188284575276,0.8097237062009013,0.8551059169667715,-1.5,-1
0118-3,1,1_07,6,7,1_06,1_06-07,p0,f,p0/r0,5.5,2.0,0.0,0.5006996997655613,0.5633788914124422,0.8306543214362596,0.6801447231963748,0.8282432772804299,0.6581810081786165,0.5,1
0118-3,1,1_07,6,7,1_06,1_06-07,p,f,p/r,5.5,3.5,1.5,0.8566700105125108,0.8899636493205938,0.917125741605016,0.8957343591685994,0.9248589320079948,0.8953581751224516,0.5,1
0118-3,1,1_07,6,7,1_06,nan,p_r,f,p_r/r_p,5.5,4.5,3.5,0.9784581063642545,0.8615618220786212,1.0468346777015158,0.9959442414413722,1.0744738819785775,0.9615313215713676,0.5,1
0118-3,1,1_09,8,9,1_08,1_08-09,p0,f,p0/r0,5.0,2.5,2.0,0.6429211279070235,0.7438228064026676,0.8945937034054448,1.0095015893452637,0.9130881975493716,0.9208529103006012,2.5,3
