sub,story,segment,segment_count,segment_num,base_segment,segment_pair,condition,cond_direction,cond_amount,target_points,e_total,e_target,res_1_simi_info_z,res_1_MD_sub_z,segment_count_demean,segment_num_demean
0619-1,3,3_03,10.0,3,3_04,3_03-04,r0,b,p0/r0,7.5,1.0,0.0,0.5002136067439538,0.6115295058456536,3.5,-4
0619-1,3,3_03,10.0,3,3_04,3_03-04,r,b,p/r,7.5,1.5,1.5,0.5167296964822483,0.5241287233306362,3.5,-4
0706-1,3,3_03,10.0,3,3_04,3_03-04,r0,b,p0/r0,7.5,2.0,0.0,0.5178093849528173,0.5826237903496543,3.5,-4
0706-1,3,3_03,10.0,3,3_04,3_03-04,r,b,p/r,7.5,3.5,1.5,0.626998853136014,0.4811526852284753,3.5,-4
0707-1,3,3_03,10.0,3,3_04,3_03-04,r0,b,p0/r0,7.5,2.0,0.0,0.5221099617756294,0.4570296536857442,3.5,-4
0707-1,3,3_03,10.0,3,3_04,3_03-04,r,b,p/r,7.5,1.5,1.5,0.5901675829257826,0.5342474764866423,3.5,-4
0707-2,3,3_03,10.0,3,3_04,3_03-04,r0,b,p0/r0,7.5,0.5,0.5,0.428682666374409,1.0986122886681098,3.5,-4
0707-2,3,3_03,10.0,3,3_04,3_03-04,r,b,p/r,7.5,0.5,0.5,0.428682666374409,0.5126765555950912,3.5,-4
0522-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,2.5,0.5,0.6214121634223008,0.4785656573604572,-4.5,-4
0522-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,2.5,0.5,0.6758123472927797,0.66827620040499,-4.5,-4
0523-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.0,0.0,0.3783451291239664,0.3516500787278641,-4.5,-4
0523-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,2.5,2.5,0.4042542743204825,0.5676625975790834,-4.5,-4
0523-3,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.5,0.5,0.416656234031049,0.4391383291592828,-4.5,-4
0523-3,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,0.5,0.3710034719728529,0.5547527205641567,-4.5,-4
0523-5,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.5,1.5,0.5340428912473524,0.5297397767479162,-4.5,-4
0523-5,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,1.5,0.5248189784330122,0.6755271545995198,-4.5,-4
0524-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,5.0,0.0,0.5974760418794071,0.5460721935625289,-4.5,-4
0524-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,2.5,2.5,0.7728681595249167,0.676949667303977,-4.5,-4
0525-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.0,0.0,0.6028228080344477,0.3373258066677464,-4.5,-4
0525-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,1.5,0.6819258605410272,0.51421981692695,-4.5,-4
0526-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.0,0.0,0.1953455619489066,0.3032745317977914,-4.5,-4
0526-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,1.5,0.7115898506067118,0.5810714014060495,-4.5,-4
0527-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,2.0,0.0,0.3772305154976848,0.4254289229687067,-4.5,-4
0527-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,0.5,0.5010559352504438,0.6117462901437362,-4.5,-4
0528-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,3.0,0.0,0.3714763622214515,0.4514802304146235,-4.5,-4
0528-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,1.5,1.5,0.5429858703559747,0.6387689058314033,-4.5,-4
0608-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,1.0,0.0,0.2215710556456425,0.3987141051619153,-4.5,-4
0608-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,0.5,0.5,0.5886205524808102,0.6847942325290962,-4.5,-4
0608-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,4.0,0.0,0.4633914266335127,0.424751595513531,-4.5,-4
0608-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,2.5,0.5,0.5987413250084516,0.6927536060731353,-4.5,-4
0611-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,2.5,1.5,0.5455204632315512,0.4969032065152433,-4.5,-4
0611-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,2.5,1.5,0.5596550963295446,0.6386294287388322,-4.5,-4
0612-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,3.0,0.0,0.3225548851930305,0.3348263804190151,-4.5,-4
0612-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,3.0,0.0,0.5322687784953186,0.5443308107846194,-4.5,-4
0614-1,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,4.0,0.0,0.5187857723656516,0.5424146765659904,-4.5,-4
0614-1,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,3.0,0.0,0.5651246825109124,0.5614097241660159,-4.5,-4
0615-2,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,3.0,0.0,0.4764221754799754,0.5097362298895872,-4.5,-4
0615-2,3,3_03,2.0,3,3_02,3_02-03,p,f,p/r,7.5,3.0,0.0,0.5342527889604805,0.6151207897229316,-4.5,-4
0615-3,3,3_03,2.0,3,3_02,3_02-03,p0,f,p0/r0,7.5,2.0,0.0,0.2633145507815323,0.3872076888232812,-4.5,-4
