sub,condition,story,segment,segment_count,base_segment,base_seg_num,ref_seg_num,ref_step_base,ref_step_base_abs,ref_seg_type,main_or_gap,refer_boost_type,refer_boost_type_tri,total_count,total_points,total_hits,base_refer_seg_pair,segment_count_demean,ref_step_base_abs_demean
0118-2,r0,2,2_02,9,2_03,3,1.0,-2.0,2.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,2_03_1.0,3.5,-1.25
0118-2,r0,2,2_02,9,2_03,3,1.5,-1.5,1.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_03_1.5,3.5,-1.75
0118-2,r0,2,2_02,9,2_03,3,1.5,-1.5,1.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_03_1.5,3.5,-1.75
0118-2,r0,2,2_02,9,2_03,3,2.0,-1.0,1.0,target,main,neighbor,neighbor,5,4.5,0.5,2_03_2.0,3.5,-2.25
0118-2,r0,2,2_02,9,2_03,3,2.5,-0.5,0.5,gap,gap,referred,referred,1,1.0,1.0,2_03_2.5,3.5,-2.75
0118-2,r0,2,2_02,9,2_03,3,2.5,-0.5,0.5,gap,gap,same_seg,neighbor,1,1.0,0.0,2_03_2.5,3.5,-2.75
0118-2,r0,2,2_04,7,2_05,5,1.0,-4.0,4.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,2_05_1.0,1.5,0.75
0118-2,r0,2,2_04,7,2_05,5,1.5,-3.5,3.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_05_1.5,1.5,0.25
0118-2,r0,2,2_04,7,2_05,5,1.5,-3.5,3.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_05_1.5,1.5,0.25
0118-2,r0,2,2_04,7,2_05,5,2.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,5,4.5,1.5,2_05_2.0,1.5,-0.25
0118-2,r0,2,2_04,7,2_05,5,2.5,-2.5,2.5,ahead_gap,gap,referred,referred,1,1.0,1.0,2_05_2.5,1.5,-0.75
0118-2,r0,2,2_04,7,2_05,5,2.5,-2.5,2.5,ahead_gap,gap,same_seg,neighbor,1,1.0,0.0,2_05_2.5,1.5,-0.75
0118-2,r0,2,2_04,7,2_05,5,3.0,-2.0,2.0,ahead_main,main,referred,referred,2,2.0,2.0,2_05_3.0,1.5,-1.25
0118-2,r0,2,2_04,7,2_05,5,3.0,-2.0,2.0,ahead_main,main,same_seg,neighbor,2,2.0,0.0,2_05_3.0,1.5,-1.25
0118-2,r0,2,2_04,7,2_05,5,3.5,-1.5,1.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_05_3.5,1.5,-1.75
0118-2,r0,2,2_04,7,2_05,5,4.0,-1.0,1.0,target,main,neighbor,neighbor,4,4.0,1.0,2_05_4.0,1.5,-2.25
0118-2,r0,2,2_04,7,2_05,5,4.5,-0.5,0.5,gap,gap,referred,referred,4,4.0,2.0,2_05_4.5,1.5,-2.75
0118-2,r0,2,2_04,7,2_05,5,4.5,-0.5,0.5,gap,gap,same_seg,neighbor,2,2.0,1.0,2_05_4.5,1.5,-2.75
0118-2,r0,2,2_06,5,2_07,7,1.0,-6.0,6.0,ahead_main,main,none,none,4,3.5,0.0,2_07_1.0,-0.5,2.75
0118-2,r0,2,2_06,5,2_07,7,1.5,-5.5,5.5,ahead_gap,gap,none,none,6,6.0,0.0,2_07_1.5,-0.5,2.25
0118-2,r0,2,2_06,5,2_07,7,2.0,-5.0,5.0,ahead_main,main,neighbor,neighbor,5,4.5,0.5,2_07_2.0,-0.5,1.75
0118-2,r0,2,2_06,5,2_07,7,2.5,-4.5,4.5,ahead_gap,gap,referred,referred,1,1.0,1.0,2_07_2.5,-0.5,1.25
0118-2,r0,2,2_06,5,2_07,7,2.5,-4.5,4.5,ahead_gap,gap,same_seg,neighbor,1,1.0,0.0,2_07_2.5,-0.5,1.25
0118-2,r0,2,2_06,5,2_07,7,3.0,-4.0,4.0,ahead_main,main,referred,referred,2,2.0,1.0,2_07_3.0,-0.5,0.75
0118-2,r0,2,2_06,5,2_07,7,3.0,-4.0,4.0,ahead_main,main,same_seg,neighbor,2,2.0,0.0,2_07_3.0,-0.5,0.75
0118-2,r0,2,2_06,5,2_07,7,3.5,-3.5,3.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_07_3.5,-0.5,0.25
0118-2,r0,2,2_06,5,2_07,7,4.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,4,4.0,0.0,2_07_4.0,-0.5,-0.25
0118-2,r0,2,2_06,5,2_07,7,4.5,-2.5,2.5,ahead_gap,gap,referred,referred,1,1.0,1.0,2_07_4.5,-0.5,-0.75
0118-2,r0,2,2_06,5,2_07,7,4.5,-2.5,2.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_07_4.5,-0.5,-0.75
0118-2,r0,2,2_06,5,2_07,7,5.0,-2.0,2.0,ahead_main,main,neighbor,neighbor,10,8.0,2.0,2_07_5.0,-0.5,-1.25
0118-2,r0,2,2_06,5,2_07,7,5.5,-1.5,1.5,ahead_gap,gap,none,none,3,3.0,0.0,2_07_5.5,-0.5,-1.75
0118-2,r0,2,2_06,5,2_07,7,6.0,-1.0,1.0,target,main,neighbor,neighbor,5,4.5,0.0,2_07_6.0,-0.5,-2.25
0118-2,r0,2,2_06,5,2_07,7,6.5,-0.5,0.5,gap,gap,referred,referred,4,4.0,0.0,2_07_6.5,-0.5,-2.75
0118-2,r0,2,2_06,5,2_07,7,6.5,-0.5,0.5,gap,gap,same_seg,neighbor,2,2.0,0.0,2_07_6.5,-0.5,-2.75
0118-2,r0,2,2_08,3,2_09,9,1.0,-8.0,8.0,ahead_main,main,none,none,4,3.5,0.0,2_09_1.0,-2.5,4.75
0118-2,r0,2,2_08,3,2_09,9,1.5,-7.5,7.5,ahead_gap,gap,none,none,6,6.0,0.0,2_09_1.5,-2.5,4.25
0118-2,r0,2,2_08,3,2_09,9,2.0,-7.0,7.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_09_2.0,-2.5,3.75
0118-2,r0,2,2_08,3,2_09,9,2.5,-6.5,6.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_09_2.5,-2.5,3.25
0118-2,r0,2,2_08,3,2_09,9,3.0,-6.0,6.0,ahead_main,main,referred,referred,1,1.0,0.0,2_09_3.0,-2.5,2.75
0118-2,r0,2,2_08,3,2_09,9,3.0,-6.0,6.0,ahead_main,main,same_seg,neighbor,3,3.0,0.0,2_09_3.0,-2.5,2.75
0118-2,r0,2,2_08,3,2_09,9,3.5,-5.5,5.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_09_3.5,-2.5,2.25
0118-2,r0,2,2_08,3,2_09,9,4.0,-5.0,5.0,ahead_main,main,neighbor,neighbor,4,4.0,0.0,2_09_4.0,-2.5,1.75
0118-2,r0,2,2_08,3,2_09,9,4.5,-4.5,4.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_09_4.5,-2.5,1.25
0118-2,r0,2,2_08,3,2_09,9,4.5,-4.5,4.5,ahead_gap,gap,same_seg,neighbor,5,5.0,1.0,2_09_4.5,-2.5,1.25
0118-2,r0,2,2_08,3,2_09,9,5.0,-4.0,4.0,ahead_main,main,neighbor,neighbor,10,8.0,0.0,2_09_5.0,-2.5,0.75
0118-2,r0,2,2_08,3,2_09,9,5.5,-3.5,3.5,ahead_gap,gap,none,none,3,3.0,0.0,2_09_5.5,-2.5,0.25
0118-2,r0,2,2_08,3,2_09,9,6.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_09_6.0,-2.5,-0.25
0118-2,r0,2,2_08,3,2_09,9,6.5,-2.5,2.5,ahead_gap,gap,referred,referred,2,2.0,0.0,2_09_6.5,-2.5,-0.75
0118-2,r0,2,2_08,3,2_09,9,6.5,-2.5,2.5,ahead_gap,gap,same_seg,neighbor,4,4.0,0.0,2_09_6.5,-2.5,-0.75
0118-2,r0,2,2_08,3,2_09,9,7.0,-2.0,2.0,ahead_main,main,referred,referred,2,2.0,0.0,2_09_7.0,-2.5,-1.25
0118-2,r0,2,2_08,3,2_09,9,7.0,-2.0,2.0,ahead_main,main,same_seg,neighbor,6,6.0,0.0,2_09_7.0,-2.5,-1.25
0118-2,r0,2,2_08,3,2_09,9,7.5,-1.5,1.5,ahead_gap,gap,neighbor,neighbor,3,3.0,0.0,2_09_7.5,-2.5,-1.75
0118-2,r0,2,2_08,3,2_09,9,8.0,-1.0,1.0,target,main,neighbor,neighbor,4,3.5,0.0,2_09_8.0,-2.5,-2.25
0118-2,r0,2,2_08,3,2_09,9,8.5,-0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,2_09_8.5,-2.5,-2.75
0118-2,r0,2,2_10,1,2_11,11,1.0,-10.0,10.0,ahead_main,main,none,none,4,3.5,0.0,2_11_1.0,-4.5,6.75
0118-2,r0,2,2_10,1,2_11,11,1.5,-9.5,9.5,ahead_gap,gap,none,none,6,6.0,0.0,2_11_1.5,-4.5,6.25
0118-2,r0,2,2_10,1,2_11,11,2.0,-9.0,9.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_11_2.0,-4.5,5.75
0118-2,r0,2,2_10,1,2_11,11,2.5,-8.5,8.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_11_2.5,-4.5,5.25
0118-2,r0,2,2_10,1,2_11,11,3.0,-8.0,8.0,ahead_main,main,referred,referred,1,1.0,0.0,2_11_3.0,-4.5,4.75
0118-2,r0,2,2_10,1,2_11,11,3.0,-8.0,8.0,ahead_main,main,same_seg,neighbor,3,3.0,0.0,2_11_3.0,-4.5,4.75
0118-2,r0,2,2_10,1,2_11,11,3.5,-7.5,7.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_11_3.5,-4.5,4.25
0118-2,r0,2,2_10,1,2_11,11,4.0,-7.0,7.0,ahead_main,main,neighbor,neighbor,4,4.0,1.0,2_11_4.0,-4.5,3.75
0118-2,r0,2,2_10,1,2_11,11,4.5,-6.5,6.5,ahead_gap,gap,none,none,6,6.0,0.0,2_11_4.5,-4.5,3.25
0118-2,r0,2,2_10,1,2_11,11,5.0,-6.0,6.0,ahead_main,main,none,none,10,8.0,0.0,2_11_5.0,-4.5,2.75
0118-2,r0,2,2_10,1,2_11,11,5.5,-5.5,5.5,ahead_gap,gap,none,none,3,3.0,0.0,2_11_5.5,-4.5,2.25
0118-2,r0,2,2_10,1,2_11,11,6.0,-5.0,5.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_11_6.0,-4.5,1.75
0118-2,r0,2,2_10,1,2_11,11,6.5,-4.5,4.5,ahead_gap,gap,neighbor,neighbor,6,6.0,0.0,2_11_6.5,-4.5,1.25
0118-2,r0,2,2_10,1,2_11,11,7.0,-4.0,4.0,ahead_main,main,referred,referred,1,1.0,1.0,2_11_7.0,-4.5,0.75
0118-2,r0,2,2_10,1,2_11,11,7.0,-4.0,4.0,ahead_main,main,same_seg,neighbor,7,7.0,0.0,2_11_7.0,-4.5,0.75
0118-2,r0,2,2_10,1,2_11,11,7.5,-3.5,3.5,ahead_gap,gap,neighbor,neighbor,3,3.0,0.0,2_11_7.5,-4.5,0.25
0118-2,r0,2,2_10,1,2_11,11,8.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,2_11_8.0,-4.5,-0.25
0118-2,r0,2,2_10,1,2_11,11,8.5,-2.5,2.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_11_8.5,-4.5,-0.75
0118-2,r0,2,2_10,1,2_11,11,9.0,-2.0,2.0,ahead_main,main,referred,referred,1,1.0,0.0,2_11_9.0,-4.5,-1.25
0118-2,r0,2,2_10,1,2_11,11,9.0,-2.0,2.0,ahead_main,main,same_seg,neighbor,4,3.5,0.0,2_11_9.0,-4.5,-1.25
0118-2,r0,2,2_10,1,2_11,11,9.5,-1.5,1.5,ahead_gap,gap,neighbor,neighbor,3,3.0,0.0,2_11_9.5,-4.5,-1.75
0118-2,r0,2,2_10,1,2_11,11,10.0,-1.0,1.0,target,main,referred,referred,1,1.0,0.0,2_11_10.0,-4.5,-2.25
0118-2,r0,2,2_10,1,2_11,11,10.0,-1.0,1.0,target,main,same_seg,neighbor,6,5.5,0.0,2_11_10.0,-4.5,-2.25
0118-2,r0,2,2_10,1,2_11,11,10.5,-0.5,0.5,gap,gap,referred,referred,2,2.0,0.0,2_11_10.5,-4.5,-2.75
0118-2,r0,2,2_10,1,2_11,11,10.5,-0.5,0.5,gap,gap,same_seg,neighbor,1,1.0,0.0,2_11_10.5,-4.5,-2.75
0118-3,p0,1,1_03,2,1_02,2,2.5,0.5,0.5,gap,gap,neighbor,neighbor,3,3.0,0.0,1_02_2.5,-3.5,-2.75
0118-3,p0,1,1_03,2,1_02,2,3.0,1.0,1.0,target,main,referred,referred,1,1.0,0.0,1_02_3.0,-3.5,-2.25
0118-3,p0,1,1_03,2,1_02,2,3.0,1.0,1.0,target,main,same_seg,neighbor,5,5.0,0.0,1_02_3.0,-3.5,-2.25
0118-3,p0,1,1_03,2,1_02,2,3.5,1.5,1.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,1_02_3.5,-3.5,-1.75
0118-3,p0,1,1_03,2,1_02,2,4.0,2.0,2.0,ahead_main,main,neighbor,neighbor,9,8.5,0.0,1_02_4.0,-3.5,-1.25
0118-3,p0,1,1_03,2,1_02,2,4.5,2.5,2.5,ahead_gap,gap,none,none,1,1.0,0.0,1_02_4.5,-3.5,-0.75
0118-3,p0,1,1_03,2,1_02,2,5.0,3.0,3.0,ahead_main,main,none,none,8,8.0,0.0,1_02_5.0,-3.5,-0.25
0118-3,p0,1,1_03,2,1_02,2,5.5,3.5,3.5,ahead_gap,gap,none,none,4,4.0,0.0,1_02_5.5,-3.5,0.25
0118-3,p0,1,1_03,2,1_02,2,6.0,4.0,4.0,ahead_main,main,none,none,8,7.0,0.0,1_02_6.0,-3.5,0.75
0118-3,p0,1,1_03,2,1_02,2,6.5,4.5,4.5,ahead_gap,gap,none,none,1,1.0,0.0,1_02_6.5,-3.5,1.25
0118-3,p0,1,1_03,2,1_02,2,7.0,5.0,5.0,ahead_main,main,none,none,6,5.5,0.0,1_02_7.0,-3.5,1.75
0118-3,p0,1,1_03,2,1_02,2,7.5,5.5,5.5,ahead_gap,gap,none,none,2,2.0,0.0,1_02_7.5,-3.5,2.25
0118-3,p0,1,1_03,2,1_02,2,8.0,6.0,6.0,ahead_main,main,none,none,7,5.5,0.0,1_02_8.0,-3.5,2.75
0118-3,p0,1,1_03,2,1_02,2,8.5,6.5,6.5,ahead_gap,gap,none,none,4,3.5,0.0,1_02_8.5,-3.5,3.25
0118-3,p0,1,1_03,2,1_02,2,9.0,7.0,7.0,ahead_main,main,none,none,6,5.0,0.0,1_02_9.0,-3.5,3.75
0118-3,p0,1,1_03,2,1_02,2,9.5,7.5,7.5,ahead_gap,gap,none,none,1,1.0,0.0,1_02_9.5,-3.5,4.25
0118-3,p0,1,1_03,2,1_02,2,10.0,8.0,8.0,ahead_main,main,none,none,4,3.5,0.0,1_02_10.0,-3.5,4.75
0118-3,p0,1,1_03,2,1_02,2,10.5,8.5,8.5,ahead_gap,gap,none,none,7,6.5,0.0,1_02_10.5,-3.5,5.25
0118-3,p0,1,1_03,2,1_02,2,11.0,9.0,9.0,ahead_main,main,none,none,9,9.0,0.0,1_02_11.0,-3.5,5.75
0118-3,p0,1,1_05,4,1_04,4,4.5,0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,1_04_4.5,-1.5,-2.75
0118-3,p0,1,1_05,4,1_04,4,5.0,1.0,1.0,target,main,neighbor,neighbor,8,8.0,0.0,1_04_5.0,-1.5,-2.25
0118-3,p0,1,1_05,4,1_04,4,5.5,1.5,1.5,ahead_gap,gap,neighbor,neighbor,4,4.0,0.0,1_04_5.5,-1.5,-1.75
0118-3,p0,1,1_05,4,1_04,4,6.0,2.0,2.0,ahead_main,main,referred,referred,1,0.5,0.0,1_04_6.0,-1.5,-1.25
0118-3,p0,1,1_05,4,1_04,4,6.0,2.0,2.0,ahead_main,main,same_seg,neighbor,7,6.5,0.0,1_04_6.0,-1.5,-1.25
0118-3,p0,1,1_05,4,1_04,4,6.5,2.5,2.5,ahead_gap,gap,neighbor,neighbor,1,1.0,0.0,1_04_6.5,-1.5,-0.75
0118-3,p0,1,1_05,4,1_04,4,7.0,3.0,3.0,ahead_main,main,neighbor,neighbor,6,5.5,0.0,1_04_7.0,-1.5,-0.25
0118-3,p0,1,1_05,4,1_04,4,7.5,3.5,3.5,ahead_gap,gap,none,none,2,2.0,0.0,1_04_7.5,-1.5,0.25
0118-3,p0,1,1_05,4,1_04,4,8.0,4.0,4.0,ahead_main,main,none,none,7,5.5,0.0,1_04_8.0,-1.5,0.75
0118-3,p0,1,1_05,4,1_04,4,8.5,4.5,4.5,ahead_gap,gap,none,none,4,3.5,0.0,1_04_8.5,-1.5,1.25
0118-3,p0,1,1_05,4,1_04,4,9.0,5.0,5.0,ahead_main,main,none,none,6,5.0,0.0,1_04_9.0,-1.5,1.75
0118-3,p0,1,1_05,4,1_04,4,9.5,5.5,5.5,ahead_gap,gap,none,none,1,1.0,0.0,1_04_9.5,-1.5,2.25
0118-3,p0,1,1_05,4,1_04,4,10.0,6.0,6.0,ahead_main,main,none,none,4,3.5,0.0,1_04_10.0,-1.5,2.75
0118-3,p0,1,1_05,4,1_04,4,10.5,6.5,6.5,ahead_gap,gap,none,none,7,6.5,0.0,1_04_10.5,-1.5,3.25
0118-3,p0,1,1_05,4,1_04,4,11.0,7.0,7.0,ahead_main,main,none,none,9,9.0,0.0,1_04_11.0,-1.5,3.75
0118-3,p0,1,1_07,6,1_06,6,6.5,0.5,0.5,gap,gap,none,none,1,1.0,0.0,1_06_6.5,0.5,-2.75
0118-3,p0,1,1_07,6,1_06,6,7.0,1.0,1.0,target,main,none,none,6,5.5,0.0,1_06_7.0,0.5,-2.25
0118-3,p0,1,1_07,6,1_06,6,7.5,1.5,1.5,ahead_gap,gap,none,none,2,2.0,0.0,1_06_7.5,0.5,-1.75
0118-3,p0,1,1_07,6,1_06,6,8.0,2.0,2.0,ahead_main,main,none,none,7,5.5,0.0,1_06_8.0,0.5,-1.25
0118-3,p0,1,1_07,6,1_06,6,8.5,2.5,2.5,ahead_gap,gap,none,none,4,3.5,0.0,1_06_8.5,0.5,-0.75
0118-3,p0,1,1_07,6,1_06,6,9.0,3.0,3.0,ahead_main,main,none,none,6,5.0,0.0,1_06_9.0,0.5,-0.25
0118-3,p0,1,1_07,6,1_06,6,9.5,3.5,3.5,ahead_gap,gap,none,none,1,1.0,0.0,1_06_9.5,0.5,0.25
0118-3,p0,1,1_07,6,1_06,6,10.0,4.0,4.0,ahead_main,main,none,none,4,3.5,0.0,1_06_10.0,0.5,0.75
0118-3,p0,1,1_07,6,1_06,6,10.5,4.5,4.5,ahead_gap,gap,none,none,7,6.5,0.0,1_06_10.5,0.5,1.25
0118-3,p0,1,1_07,6,1_06,6,11.0,5.0,5.0,ahead_main,main,none,none,9,9.0,0.0,1_06_11.0,0.5,1.75
0118-3,p0,1,1_09,8,1_08,8,8.5,0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,1_08_8.5,2.5,-2.75
0118-3,p0,1,1_09,8,1_08,8,8.5,0.5,0.5,gap,gap,same_seg,neighbor,3,2.5,0.5,1_08_8.5,2.5,-2.75
0118-3,p0,1,1_09,8,1_08,8,9.0,1.0,1.0,target,main,referred,referred,1,0.5,0.5,1_08_9.0,2.5,-2.25
0118-3,p0,1,1_09,8,1_08,8,9.0,1.0,1.0,target,main,same_seg,neighbor,5,4.5,1.5,1_08_9.0,2.5,-2.25
0118-3,p0,1,1_09,8,1_08,8,9.5,1.5,1.5,ahead_gap,gap,neighbor,neighbor,1,1.0,0.0,1_08_9.5,2.5,-1.75
0118-3,p0,1,1_09,8,1_08,8,10.0,2.0,2.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,1_08_10.0,2.5,-1.25
0118-3,p0,1,1_09,8,1_08,8,10.5,2.5,2.5,ahead_gap,gap,none,none,7,6.5,0.0,1_08_10.5,2.5,-0.75
0118-3,p0,1,1_09,8,1_08,8,11.0,3.0,3.0,ahead_main,main,none,none,9,9.0,0.0,1_08_11.0,2.5,-0.25
0118-3,p0,1,1_11,10,1_10,10,10.5,0.5,0.5,gap,gap,none,none,7,6.5,0.0,1_10_10.5,4.5,-2.75
0118-3,p0,1,1_11,10,1_10,10,11.0,1.0,1.0,target,main,none,none,9,9.0,3.0,1_10_11.0,4.5,-2.25
0118-3,r0,2,2_01,10,2_02,2,1.0,-1.0,1.0,target,main,neighbor,neighbor,4,3.5,0.0,2_02_1.0,4.5,-2.25
0118-3,r0,2,2_01,10,2_02,2,1.5,-0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,2_02_1.5,4.5,-2.75
0118-3,r0,2,2_01,10,2_02,2,1.5,-0.5,0.5,gap,gap,same_seg,neighbor,5,5.0,0.0,2_02_1.5,4.5,-2.75
0118-3,r0,2,2_03,8,2_04,4,1.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,2_04_1.0,2.5,-0.25
0118-3,r0,2,2_03,8,2_04,4,1.5,-2.5,2.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_04_1.5,2.5,-0.75
0118-3,r0,2,2_03,8,2_04,4,1.5,-2.5,2.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_04_1.5,2.5,-0.75
0118-3,r0,2,2_03,8,2_04,4,2.0,-2.0,2.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_04_2.0,2.5,-1.25
0118-3,r0,2,2_03,8,2_04,4,2.5,-1.5,1.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_04_2.5,2.5,-1.75
0118-3,r0,2,2_03,8,2_04,4,2.5,-1.5,1.5,ahead_gap,gap,same_seg,neighbor,1,1.0,0.0,2_04_2.5,2.5,-1.75
0118-3,r0,2,2_03,8,2_04,4,3.0,-1.0,1.0,target,main,referred,referred,2,2.0,1.0,2_04_3.0,2.5,-2.25
0118-3,r0,2,2_03,8,2_04,4,3.0,-1.0,1.0,target,main,same_seg,neighbor,2,2.0,0.0,2_04_3.0,2.5,-2.25
0118-3,r0,2,2_03,8,2_04,4,3.5,-0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,2_04_3.5,2.5,-2.75
0118-3,r0,2,2_03,8,2_04,4,3.5,-0.5,0.5,gap,gap,same_seg,neighbor,1,1.0,0.0,2_04_3.5,2.5,-2.75
0118-3,r0,2,2_05,6,2_06,6,1.0,-5.0,5.0,ahead_main,main,neighbor,neighbor,4,3.5,0.0,2_06_1.0,0.5,1.75
0118-3,r0,2,2_05,6,2_06,6,1.5,-4.5,4.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_06_1.5,0.5,1.25
0118-3,r0,2,2_05,6,2_06,6,1.5,-4.5,4.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_06_1.5,0.5,1.25
0118-3,r0,2,2_05,6,2_06,6,2.0,-4.0,4.0,ahead_main,main,neighbor,neighbor,5,4.5,0.5,2_06_2.0,0.5,0.75
0118-3,r0,2,2_05,6,2_06,6,2.5,-3.5,3.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_06_2.5,0.5,0.25
0118-3,r0,2,2_05,6,2_06,6,2.5,-3.5,3.5,ahead_gap,gap,same_seg,neighbor,1,1.0,0.0,2_06_2.5,0.5,0.25
0118-3,r0,2,2_05,6,2_06,6,3.0,-3.0,3.0,ahead_main,main,referred,referred,2,2.0,1.0,2_06_3.0,0.5,-0.25
0118-3,r0,2,2_05,6,2_06,6,3.0,-3.0,3.0,ahead_main,main,same_seg,neighbor,2,2.0,0.0,2_06_3.0,0.5,-0.25
0118-3,r0,2,2_05,6,2_06,6,3.5,-2.5,2.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_06_3.5,0.5,-0.75
0118-3,r0,2,2_05,6,2_06,6,4.0,-2.0,2.0,ahead_main,main,neighbor,neighbor,4,4.0,0.0,2_06_4.0,0.5,-1.25
0118-3,r0,2,2_05,6,2_06,6,4.5,-1.5,1.5,ahead_gap,gap,referred,referred,1,1.0,0.0,2_06_4.5,0.5,-1.75
0118-3,r0,2,2_05,6,2_06,6,4.5,-1.5,1.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_06_4.5,0.5,-1.75
0118-3,r0,2,2_05,6,2_06,6,5.0,-1.0,1.0,target,main,neighbor,neighbor,10,8.0,0.0,2_06_5.0,0.5,-2.25
0118-3,r0,2,2_05,6,2_06,6,5.5,-0.5,0.5,gap,gap,referred,referred,1,1.0,0.0,2_06_5.5,0.5,-2.75
0118-3,r0,2,2_05,6,2_06,6,5.5,-0.5,0.5,gap,gap,same_seg,neighbor,2,2.0,0.0,2_06_5.5,0.5,-2.75
0118-3,r0,2,2_07,4,2_08,8,1.0,-7.0,7.0,ahead_main,main,none,none,4,3.5,0.0,2_08_1.0,-1.5,3.75
0118-3,r0,2,2_07,4,2_08,8,1.5,-6.5,6.5,ahead_gap,gap,none,none,6,6.0,0.0,2_08_1.5,-1.5,3.25
0118-3,r0,2,2_07,4,2_08,8,2.0,-6.0,6.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_08_2.0,-1.5,2.75
0118-3,r0,2,2_07,4,2_08,8,2.5,-5.5,5.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_08_2.5,-1.5,2.25
0118-3,r0,2,2_07,4,2_08,8,3.0,-5.0,5.0,ahead_main,main,referred,referred,1,1.0,0.0,2_08_3.0,-1.5,1.75
0118-3,r0,2,2_07,4,2_08,8,3.0,-5.0,5.0,ahead_main,main,same_seg,neighbor,3,3.0,0.0,2_08_3.0,-1.5,1.75
0118-3,r0,2,2_07,4,2_08,8,3.5,-4.5,4.5,ahead_gap,gap,neighbor,neighbor,2,2.0,0.0,2_08_3.5,-1.5,1.25
0118-3,r0,2,2_07,4,2_08,8,4.0,-4.0,4.0,ahead_main,main,neighbor,neighbor,4,4.0,0.0,2_08_4.0,-1.5,0.75
0118-3,r0,2,2_07,4,2_08,8,4.5,-3.5,3.5,ahead_gap,gap,referred,referred,1,1.0,1.0,2_08_4.5,-1.5,0.25
0118-3,r0,2,2_07,4,2_08,8,4.5,-3.5,3.5,ahead_gap,gap,same_seg,neighbor,5,5.0,0.0,2_08_4.5,-1.5,0.25
0118-3,r0,2,2_07,4,2_08,8,5.0,-3.0,3.0,ahead_main,main,neighbor,neighbor,10,8.0,0.0,2_08_5.0,-1.5,-0.25
0118-3,r0,2,2_07,4,2_08,8,5.5,-2.5,2.5,ahead_gap,gap,none,none,3,3.0,0.0,2_08_5.5,-1.5,-0.75
0118-3,r0,2,2_07,4,2_08,8,6.0,-2.0,2.0,ahead_main,main,neighbor,neighbor,5,4.5,0.0,2_08_6.0,-1.5,-1.25
0118-3,r0,2,2_07,4,2_08,8,6.5,-1.5,1.5,ahead_gap,gap,referred,referred,2,2.0,0.0,2_08_6.5,-1.5,-1.75
0118-3,r0,2,2_07,4,2_08,8,6.5,-1.5,1.5,ahead_gap,gap,same_seg,neighbor,4,4.0,1.0,2_08_6.5,-1.5,-1.75
0118-3,r0,2,2_07,4,2_08,8,7.0,-1.0,1.0,target,main,referred,referred,2,2.0,0.0,2_08_7.0,-1.5,-2.25
0118-3,r0,2,2_07,4,2_08,8,7.0,-1.0,1.0,target,main,same_seg,neighbor,6,6.0,0.0,2_08_7.0,-1.5,-2.25
0118-3,r0,2,2_07,4,2_08,8,7.5,-0.5,0.5,gap,gap,referred,referred,3,3.0,0.0,2_08_7.5,-1.5,-2.75
